Type,Die,Move Name,Power,STAB,Effect 1,Effect 2,Effect 3,STAB?,Move,File Name,Move:color,Japanese,Move - Japanese,French,Move - French,German,Move - German,Italian,Move - Italian,Spanish,Move - Spanish,Korean,Move - Korean,Chinese,Move - Chinese
{Dark},,Fling,*,*,,,,#VALUE!,{Dark}Fling{*},Fling,607c91,なげつける,{Dark}なげつける{*},Dégommage,{Dark}Dégommage{*},Schleuder,{Dark}Schleuder{*},Lancio,{Dark}Lancio{*},Lanzamiento,{Dark}Lanzamiento{*},내던지기,{Dark}내던지기{*},投擲 / 投掷,{Dark}投擲 / 投掷{*}
{Dark},,Comeuppance,0,0,{W Reversal},,,False,{Dark}Comeuppance{0}{W Reversal},Comeuppance,607c91,ほうふく,{Dark}ほうふく{0}{W Reversal},Vindicte,{Dark}Vindicte{0}{W Reversal},Vendetta,{Dark}Vendetta{0}{W Reversal},Ritorsione,{Dark}Ritorsione{0}{W Reversal},Resarcimiento,{Dark}Resarcimiento{0}{W Reversal},앙갚음,{Dark}앙갚음{0}{W Reversal},復仇 / 复仇,{Dark}復仇 / 复仇{0}{W Reversal}
{Dark},,Foul Play,0,0,{W Reversal},,,False,{Dark}Foul Play{0}{W Reversal},Foul Play,607c91,イカサマ,{Dark}イカサマ{0}{W Reversal},Tricherie,{Dark}Tricherie{0}{W Reversal},Schmarotzer,{Dark}Schmarotzer{0}{W Reversal},Ripicca,{Dark}Ripicca{0}{W Reversal},Juego Sucio,{Dark}Juego Sucio{0}{W Reversal},속임수,{Dark}속임수{0}{W Reversal},欺詐 / 欺诈,{Dark}欺詐 / 欺诈{0}{W Reversal}
{Dark},,Hone Claws,0,0,{W DoubAdv 1},,,False,{Dark}Hone Claws{0}{W DoubAdv 1},Hone Claws,607c91,つめとぎ,{Dark}つめとぎ{0}{W DoubAdv 1},Aiguisage,{Dark}Aiguisage{0}{W DoubAdv 1},Klauenwetzer,{Dark}Klauenwetzer{0}{W DoubAdv 1},Unghiaguzze,{Dark}Unghiaguzze{0}{W DoubAdv 1},Afilagarras,{Dark}Afilagarras{0}{W DoubAdv 1},손톱갈기,{Dark}손톱갈기{0}{W DoubAdv 1},磨爪,{Dark}磨爪{0}{W DoubAdv 1}
{Dark},,Memento,0,0,{B DoubDis 1},{W KO 1},,False,{Dark}Memento{0}{B DoubDis 1}{W KO 1},Memento,607c91,おきみやげ,{Dark}おきみやげ{0}{B DoubDis 1}{W KO 1},Souvenir,{Dark}Souvenir{0}{B DoubDis 1}{W KO 1},Memento-Mori,{Dark}Memento-Mori{0}{B DoubDis 1}{W KO 1},Memento,{Dark}Memento{0}{B DoubDis 1}{W KO 1},Legado,{Dark}Legado{0}{B DoubDis 1}{W KO 1},추억의선물,{Dark}추억의선물{0}{B DoubDis 1}{W KO 1},臨別禮物 / 临别礼物,{Dark}臨別禮物 / 临别礼物{0}{B DoubDis 1}{W KO 1}
{Dark},,Nasty Plot,0,0,{W DoubAdv 1},,,False,{Dark}Nasty Plot{0}{W DoubAdv 1},Nasty Plot,607c91,わるだくみ,{Dark}わるだくみ{0}{W DoubAdv 1},Machination,{Dark}Machination{0}{W DoubAdv 1},Ränkeschmied,{Dark}Ränkeschmied{0}{W DoubAdv 1},Congiura,{Dark}Congiura{0}{W DoubAdv 1},Maquinación,{Dark}Maquinación{0}{W DoubAdv 1},나쁜음모,{Dark}나쁜음모{0}{W DoubAdv 1},詭計 / 诡计,{Dark}詭計 / 诡计{0}{W DoubAdv 1}
{Dark},,Obstruct,0,0,{W Prot 1},{W Adv 4},,False,{Dark}Obstruct{0}{W Prot 1}{W Adv 4},Obstruct,607c91,ブロッキング,{Dark}ブロッキング{0}{W Prot 1}{W Adv 4},Blocage,{Dark}Blocage{0}{W Prot 1}{W Adv 4},Abblocker,{Dark}Abblocker{0}{W Prot 1}{W Adv 4},Sbarramento,{Dark}Sbarramento{0}{W Prot 1}{W Adv 4},Obstrucción,{Dark}Obstrucción{0}{W Prot 1}{W Adv 4},블로킹,{Dark}블로킹{0}{W Prot 1}{W Adv 4},攔堵 / 拦堵,{Dark}攔堵 / 拦堵{0}{W Prot 1}{W Adv 4}
{Dark},,Parting Shot,0,0,{B Dis 1},{W Switch},,False,{Dark}Parting Shot{0}{B Dis 1}{W Switch},Parting Shot,607c91,すてゼリフ,{Dark}すてゼリフ{0}{B Dis 1}{W Switch},Dernier Mot,{Dark}Dernier Mot{0}{B Dis 1}{W Switch},Abgangstirade,{Dark}Abgangstirade{0}{B Dis 1}{W Switch},Monito,{Dark}Monito{0}{B Dis 1}{W Switch},Última Palabra,{Dark}Última Palabra{0}{B Dis 1}{W Switch},막말내뱉기,{Dark}막말내뱉기{0}{B Dis 1}{W Switch},拋下狠話 / 抛下狠话,{Dark}拋下狠話 / 抛下狠话{0}{B Dis 1}{W Switch}
{Dark},,Power Trip,*,*,,,,#VALUE!,{Dark}Power Trip{*},Power Trip,607c91,つけあがる,{Dark}つけあがる{*},Arrogance,{Dark}Arrogance{*},Überheblichkeit,{Dark}Überheblichkeit{*},Tracotanza,{Dark}Tracotanza{*},Chulería,{Dark}Chulería{*},기어오르기,{Dark}기어오르기{*},囂張 / 嚣张,{Dark}囂張 / 嚣张{*}
{Dark},,Quash,0,0,{W Priority},,,False,{Dark}Quash{0}{W Priority},Quash,607c91,さきおくり,{Dark}さきおくり{0}{W Priority},À la Queue,{Dark}À la Queue{0}{W Priority},Verzögerung,{Dark}Verzögerung{0}{W Priority},Spintone,{Dark}Spintone{0}{W Priority},Último Lugar,{Dark}Último Lugar{0}{W Priority},순서미루기,{Dark}순서미루기{0}{W Priority},延後 / 延后,{Dark}延後 / 延后{0}{W Priority}
{Dark},,Ruination,1-2 Lvl,1-2 Lvl,{B Opp},,,#VALUE!,{Dark}Ruination{1-2 Lvl}{B Opp},Ruination,607c91,カタストロフィ,{Dark}カタストロフィ{1-2 Lvl}{B Opp},Cataclysme,{Dark}Cataclysme{1-2 Lvl}{B Opp},Verderben,{Dark}Verderben{1-2 Lvl}{B Opp},Catastrofe,{Dark}Catastrofe{1-2 Lvl}{B Opp},Calamidad,{Dark}Calamidad{1-2 Lvl}{B Opp},카타스트로피,{Dark}카타스트로피{1-2 Lvl}{B Opp},大災難 / 大灾难,{Dark}大災難 / 大灾难{1-2 Lvl}{B Opp}
{Dark},,Snatch,0*,0*,,,,#VALUE!,{Dark}Snatch{0*},Snatch,607c91,よこどり,{Dark}よこどり{0*},Saisie,{Dark}Saisie{0*},Übernahme,{Dark}Übernahme{0*},Scippo,{Dark}Scippo{0*},Robo,{Dark}Robo{0*},가로챔,{Dark}가로챔{0*},搶奪 / 抢夺,{Dark}搶奪 / 抢夺{0*}
{Dark},,Switcheroo,0*,0*,,,,#VALUE!,{Dark}Switcheroo{0*},Switcheroo,607c91,すりかえ,{Dark}すりかえ{0*},Passe-Passe,{Dark}Passe-Passe{0*},Wechseldich,{Dark}Wechseldich{0*},Rapidscambio,{Dark}Rapidscambio{0*},Trapicheo,{Dark}Trapicheo{0*},바꿔치기,{Dark}바꿔치기{0*},掉包,{Dark}掉包{0*}
{Dark},,Taunt,0*,0*,,,,#VALUE!,{Dark}Taunt{0*},Taunt,607c91,ちょうはつ,{Dark}ちょうはつ{0*},Provoc,{Dark}Provoc{0*},Verhöhner,{Dark}Verhöhner{0*},Provocazione,{Dark}Provocazione{0*},Mofa,{Dark}Mofa{0*},도발,{Dark}도발{0*},挑釁 / 挑衅,{Dark}挑釁 / 挑衅{0*}
{Dark},,Topsy-Turvy,0*,0*,,,,#VALUE!,{Dark}Topsy-Turvy{0*},Topsy-Turvy,607c91,ひっくりかえす,{Dark}ひっくりかえす{0*},Renversement,{Dark}Renversement{0*},Invertigo,{Dark}Invertigo{0*},Sottosopra,{Dark}Sottosopra{0*},Reversión,{Dark}Reversión{0*},뒤집어엎기,{Dark}뒤집어엎기{0*},顛倒 / 颠倒,{Dark}顛倒 / 颠倒{0*}
{Dark},,Torment,0*,0*,,,,#VALUE!,{Dark}Torment{0*},Torment,607c91,いちゃもん,{Dark}いちゃもん{0*},Tourmente,{Dark}Tourmente{0*},Folterknecht,{Dark}Folterknecht{0*},Attaccalite,{Dark}Attaccalite{0*},Tormento,{Dark}Tormento{0*},트집,{Dark}트집{0*},無理取鬧 / 无理取闹,{Dark}無理取鬧 / 无理取闹{0*}
{Dragon},,Clangorous Soul,0,0,{W Adv 1},{B Dis 1},{W KO 6},False,{Dragon}Clangorous Soul{0}{W Adv 1}{B Dis 1}{W KO 6},Clangorous Soul,ecb446,ソウルビート,{Dragon}ソウルビート{0}{W Adv 1}{B Dis 1}{W KO 6},Dracacophonie,{Dragon}Dracacophonie{0}{W Adv 1}{B Dis 1}{W KO 6},Seelentanz,{Dragon}Seelentanz{0}{W Adv 1}{B Dis 1}{W KO 6},Dracofonia,{Dragon}Dracofonia{0}{W Adv 1}{B Dis 1}{W KO 6},Estruendo Escama,{Dragon}Estruendo Escama{0}{W Adv 1}{B Dis 1}{W KO 6},소울비트,{Dragon}소울비트{0}{W Adv 1}{B Dis 1}{W KO 6},魂舞烈音爆,{Dragon}魂舞烈音爆{0}{W Adv 1}{B Dis 1}{W KO 6}
{Dragon},,Dragon Cheer,0*,0*,,,,#VALUE!,{Dragon}Dragon Cheer{0*},Dragon Cheer,ecb446,ドラゴンエール,{Dragon}ドラゴンエール{0*},Cri Draconique,{Dragon}Cri Draconique{0*},Drachenschrei,{Dragon}Drachenschrei{0*},Grido del Drago,{Dragon}Grido del Drago{0*},Bramido Dragón,{Dragon}Bramido Dragón{0*},드래곤옐,{Dragon}드래곤옐{0*},龍聲鼓舞 / 龙声鼓舞,{Dragon}龍聲鼓舞 / 龙声鼓舞{0*}
{Dragon},,Dragon Dance,0,0,{W DoubAdv 1},,,False,{Dragon}Dragon Dance{0}{W DoubAdv 1},Dragon Dance,ecb446,りゅうのまい,{Dragon}りゅうのまい{0}{W DoubAdv 1},Danse Draco,{Dragon}Danse Draco{0}{W DoubAdv 1},Drachentanz,{Dragon}Drachentanz{0}{W DoubAdv 1},Dragodanza,{Dragon}Dragodanza{0}{W DoubAdv 1},Danza Dragón,{Dragon}Danza Dragón{0}{W DoubAdv 1},용의춤,{Dragon}용의춤{0}{W DoubAdv 1},龍之舞 / 龙之舞,{Dragon}龍之舞 / 龙之舞{0}{W DoubAdv 1}
{Dragon},{d4},Dragon Rage,4,4,{W Ignore},,,False,{d4}{Dragon}Dragon Rage{4}{W Ignore},Dragon Rage,ecb446,りゅうのいかり,{d4}{Dragon}りゅうのいかり{4}{W Ignore},Draco-Rage,{d4}{Dragon}Draco-Rage{4}{W Ignore},Drachenwut,{d4}{Dragon}Drachenwut{4}{W Ignore},Ira di Drago,{d4}{Dragon}Ira di Drago{4}{W Ignore},Furia Dragón,{d4}{Dragon}Furia Dragón{4}{W Ignore},용의분노,{d4}{Dragon}용의분노{4}{W Ignore},龍之怒 / 龙之怒,{d4}{Dragon}龍之怒 / 龙之怒{4}{W Ignore}
{Electric},,Buzzy Buzz,3,3,{B Para 4},,,False,{Electric}Buzzy Buzz{3}{B Para 4},Buzzy Buzz,f7e846,びりびりエレキ,{Electric}びりびりエレキ{3}{B Para 4},Évo-Dynamo,{Electric}Évo-Dynamo{3}{B Para 4},Knisterladung,{Electric}Knisterladung{3}{B Para 4},Elettrozap,{Electric}Elettrozap{3}{B Para 4},Joltioparálisis,{Electric}Joltioparálisis{3}{B Para 4},찌릿찌릿일렉,{Electric}찌릿찌릿일렉{3}{B Para 4},麻麻電擊 / 麻麻电击,{Electric}麻麻電擊 / 麻麻电击{3}{B Para 4}
{Electric},,Charge,0,0,{W Adv 1},,,False,{Electric}Charge{0}{W Adv 1},Charge,f7e846,じゅうでん,{Electric}じゅうでん{0}{W Adv 1},Chargeur,{Electric}Chargeur{0}{W Adv 1},Ladevorgang,{Electric}Ladevorgang{0}{W Adv 1},Sottocarica,{Electric}Sottocarica{0}{W Adv 1},Carga,{Electric}Carga{0}{W Adv 1},충전,{Electric}충전{0}{W Adv 1},充電 / 充电,{Electric}充電 / 充电{0}{W Adv 1}
{Electric},,Electro Ball,1-2 Lvl,1-2 Lvl,{W You},,,#VALUE!,{Electric}Electro Ball{1-2 Lvl}{W You},Electro Ball,f7e846,エレキボール,{Electric}エレキボール{1-2 Lvl}{W You},Boule Élek,{Electric}Boule Élek{1-2 Lvl}{W You},Elektroball,{Electric}Elektroball{1-2 Lvl}{W You},Energisfera,{Electric}Energisfera{1-2 Lvl}{W You},Bola Voltio,{Electric}Bola Voltio{1-2 Lvl}{W You},일렉트릭볼,{Electric}일렉트릭볼{1-2 Lvl}{W You},電球 / 电球,{Electric}電球 / 电球{1-2 Lvl}{W You}
{Electric},,Eerie Impulse,0,0,{B DoubDis 1},,,False,{Electric}Eerie Impulse{0}{B DoubDis 1},Eerie Impulse,f7e846,かいでんぱ,{Electric}かいでんぱ{0}{B DoubDis 1},Ondes Étranges,{Electric}Ondes Étranges{0}{B DoubDis 1},Mystowellen,{Electric}Mystowellen{0}{B DoubDis 1},Elettromistero,{Electric}Elettromistero{0}{B DoubDis 1},Onda Anómala,{Electric}Onda Anómala{0}{B DoubDis 1},괴전파,{Electric}괴전파{0}{B DoubDis 1},怪異電波 / 怪异电波,{Electric}怪異電波 / 怪异电波{0}{B DoubDis 1}
{Electric},,Electric Terrain,0,0,{Electric Terrain},,,False,{Electric}Electric Terrain{0}{Electric Terrain},Electric Terrain,f7e846,エレキフィールド,{Electric}エレキフィールド{0}{Electric Terrain},Champ Électrifié,{Electric}Champ Électrifié{0}{Electric Terrain},Elektrofeld,{Electric}Elektrofeld{0}{Electric Terrain},Campo Elettrico,{Electric}Campo Elettrico{0}{Electric Terrain},Campo Eléctrico,{Electric}Campo Eléctrico{0}{Electric Terrain},일렉트릭필드,{Electric}일렉트릭필드{0}{Electric Terrain},電氣場地 / 电气场地,{Electric}電氣場地 / 电气场地{0}{Electric Terrain}
{Electric},,Ion Deluge,0*,0*,,,,#VALUE!,{Electric}Ion Deluge{0*},Ion Deluge,f7e846,プラズマシャワー,{Electric}プラズマシャワー{0*},Déluge Plasmique,{Electric}Déluge Plasmique{0*},Plasmaschauer,{Electric}Plasmaschauer{0*},Pioggiaplasma,{Electric}Pioggiaplasma{0*},Cortina Plasma,{Electric}Cortina Plasma{0*},플라스마샤워,{Electric}플라스마샤워{0*},等離子浴 / 等离子浴,{Electric}等離子浴 / 等离子浴{0*}
{Electric},,Nuzzle,1,1,{B Para 1},,,False,{Electric}Nuzzle{1}{B Para 1},Nuzzle,f7e846,ほっぺすりすり,{Electric}ほっぺすりすり{1}{B Para 1},Frotte-Frimousse,{Electric}Frotte-Frimousse{1}{B Para 1},Wangenrubbler,{Electric}Wangenrubbler{1}{B Para 1},Elettrococcola,{Electric}Elettrococcola{1}{B Para 1},Moflete Estático,{Electric}Moflete Estático{1}{B Para 1},볼부비부비,{Electric}볼부비부비{1}{B Para 1},蹭蹭臉頰 / 蹭蹭脸颊,{Electric}蹭蹭臉頰 / 蹭蹭脸颊{1}{B Para 1}
{Electric},,Thunder Wave,0,0,{B Para 2},,,False,{Electric}Thunder Wave{0}{B Para 2},Thunder Wave,f7e846,でんじは,{Electric}でんじは{0}{B Para 2},Cage Éclair,{Electric}Cage Éclair{0}{B Para 2},Donnerwelle,{Electric}Donnerwelle{0}{B Para 2},Tuononda,{Electric}Tuononda{0}{B Para 2},Onda Trueno,{Electric}Onda Trueno{0}{B Para 2},전기자석파,{Electric}전기자석파{0}{B Para 2},電磁波 / 电磁波,{Electric}電磁波 / 电磁波{0}{B Para 2}
{Fairy},,Aromatic Mist,0,0,{B Dis 1},,,False,{Fairy}Aromatic Mist{0}{B Dis 1},Aromatic Mist,ffa5cd,アロマミスト,{Fairy}アロマミスト{0}{B Dis 1},Brume Capiteuse,{Fairy}Brume Capiteuse{0}{B Dis 1},Duftwolke,{Fairy}Duftwolke{0}{B Dis 1},Nebularoma,{Fairy}Nebularoma{0}{B Dis 1},Niebla Aromática,{Fairy}Niebla Aromática{0}{B Dis 1},아로마미스트,{Fairy}아로마미스트{0}{B Dis 1},芳香薄霧 / 芳香薄雾,{Fairy}芳香薄霧 / 芳香薄雾{0}{B Dis 1}
{Fairy},,Baby-Doll Eyes,0,0,{B Dis 1},,,False,{Fairy}Baby-Doll Eyes{0}{B Dis 1},Baby-Doll Eyes,ffa5cd,つぶらなひとみ,{Fairy}つぶらなひとみ{0}{B Dis 1},Regard Touchant,{Fairy}Regard Touchant{0}{B Dis 1},Kulleraugen,{Fairy}Kulleraugen{0}{B Dis 1},Occhioni Teneri,{Fairy}Occhioni Teneri{0}{B Dis 1},Ojitos Tiernos,{Fairy}Ojitos Tiernos{0}{B Dis 1},초롱초롱눈동자,{Fairy}초롱초롱눈동자{0}{B Dis 1},圓瞳 / 圆瞳,{Fairy}圓瞳 / 圆瞳{0}{B Dis 1}
{Fairy},,Charm,0,0,{B DoubDis 1},,,False,{Fairy}Charm{0}{B DoubDis 1},Charm,ffa5cd,あまえる,{Fairy}あまえる{0}{B DoubDis 1},Charme,{Fairy}Charme{0}{B DoubDis 1},Charme,{Fairy}Charme{0}{B DoubDis 1},Fascino,{Fairy}Fascino{0}{B DoubDis 1},Encanto,{Fairy}Encanto{0}{B DoubDis 1},애교부리기,{Fairy}애교부리기{0}{B DoubDis 1},撒嬌 / 撒娇,{Fairy}撒嬌 / 撒娇{0}{B DoubDis 1}
{Fairy},,Crafty Shield,0,0,{Safeguard},,,False,{Fairy}Crafty Shield{0}{Safeguard},Crafty Shield,ffa5cd,トリックガード,{Fairy}トリックガード{0}{Safeguard},Vigilance,{Fairy}Vigilance{0}{Safeguard},Trickschutz,{Fairy}Trickschutz{0}{Safeguard},Truccodifesa,{Fairy}Truccodifesa{0}{Safeguard},Truco Defensa,{Fairy}Truco Defensa{0}{Safeguard},트릭가드,{Fairy}트릭가드{0}{Safeguard},戲法防守 / 戏法防守,{Fairy}戲法防守 / 戏法防守{0}{Safeguard}
{Fairy},,Decorate,0,0,{W DoubAdv 1},,,False,{Fairy}Decorate{0}{W DoubAdv 1},Decorate,ffa5cd,デコレーション,{Fairy}デコレーション{0}{W DoubAdv 1},Nappage,{Fairy}Nappage{0}{W DoubAdv 1},Verzierung,{Fairy}Verzierung{0}{W DoubAdv 1},Decorazione,{Fairy}Decorazione{0}{W DoubAdv 1},Decoración,{Fairy}Decoración{0}{W DoubAdv 1},데코레이션,{Fairy}데코레이션{0}{W DoubAdv 1},裝飾 / 装饰,{Fairy}裝飾 / 装饰{0}{W DoubAdv 1}
{Fairy},,Fairy Lock,0,0,{B Lock},,,False,{Fairy}Fairy Lock{0}{B Lock},Fairy Lock,ffa5cd,フェアリーロック,{Fairy}フェアリーロック{0}{B Lock},Verrou Enchanté,{Fairy}Verrou Enchanté{0}{B Lock},Feenschloss,{Fairy}Feenschloss{0}{B Lock},Blocco Fatato,{Fairy}Blocco Fatato{0}{B Lock},Cerrojo Feérico,{Fairy}Cerrojo Feérico{0}{B Lock},페어리록,{Fairy}페어리록{0}{B Lock},妖精之鎖 / 妖精之锁,{Fairy}妖精之鎖 / 妖精之锁{0}{B Lock}
