Type,Die,Move Name,Power,STAB,Effect 1,Effect 2,Effect 3,STAB?,Move,File Name,Move:color,Japanese,Move - Japanese,French,Move - French,German,Move - German,Italian,Move - Italian,Spanish,Move - Spanish,Korean,Move - Korean,Chinese,Move - Chinese
{Bug},{d4},Pin Missile,1,2,{W Add 4},,,True,{d4}{Bug}Pin Missile{1}{W Add 4},Pin Missile,c1db70,ミサイルばり,{d4}{Bug}ミサイルばり{1}{W Add 4},Dard-Nuée,{d4}{Bug}Dard-Nuée{1}{W Add 4},Nadelrakete,{d4}{Bug}Nadelrakete{1}{W Add 4},Missilspillo,{d4}{Bug}Missilspillo{1}{W Add 4},Pin Misil,{d4}{Bug}Pin Misil{1}{W Add 4},바늘미사일,{d4}{Bug}바늘미사일{1}{W Add 4},飛彈針 / 飞弹针,{d4}{Bug}飛彈針 / 飞弹针{1}{W Add 4}
{Bug},,Pollen Puff,2,3,,,,True,{Bug}Pollen Puff{2},Pollen Puff,c1db70,かふんだんご,{Bug}かふんだんご{2},Boule Pollen,{Bug}Boule Pollen{2},Pollenknödel,{Bug}Pollenknödel{2},Sferapolline,{Bug}Sferapolline{2},Bola de Polen,{Bug}Bola de Polen{2},꽃가루경단,{Bug}꽃가루경단{2},花粉團 / 花粉团,{Bug}花粉團 / 花粉团{2}
{Bug},,Pounce,1,2,,,,True,{Bug}Pounce{1},Pounce,c1db70,とびつく,{Bug}とびつく{1},Bond,{Bug}Bond{1},Anspringen,{Bug}Anspringen{1},Balzo,{Bug}Balzo{1},Brinco,{Bug}Brinco{1},달려들기,{Bug}달려들기{1},蟲撲 / 虫扑,{Bug}蟲撲 / 虫扑{1}
{Bug},,Signal Beam,2,3,{B Conf 6},,,True,{Bug}Signal Beam{2}{B Conf 6},Signal Beam,c1db70,シグナルビーム,{Bug}シグナルビーム{2}{B Conf 6},Rayon Signal,{Bug}Rayon Signal{2}{B Conf 6},Ampelleuchte,{Bug}Ampelleuchte{2}{B Conf 6},Segnoraggio,{Bug}Segnoraggio{2}{B Conf 6},Rayo Señal,{Bug}Rayo Señal{2}{B Conf 6},시그널빔,{Bug}시그널빔{2}{B Conf 6},信號光束 / 信号光束,{Bug}信號光束 / 信号光束{2}{B Conf 6}
{Bug},,Silver Wind,2,3,{AdvDis 6},,,True,{Bug}Silver Wind{2}{AdvDis 6},Silver Wind,c1db70,ぎんいろのかぜ,{Bug}ぎんいろのかぜ{2}{AdvDis 6},Vent Argenté,{Bug}Vent Argenté{2}{AdvDis 6},Silberhauch,{Bug}Silberhauch{2}{AdvDis 6},Ventargenteo,{Bug}Ventargenteo{2}{AdvDis 6},Viento Plata,{Bug}Viento Plata{2}{AdvDis 6},은빛바람,{Bug}은빛바람{2}{AdvDis 6},銀色旋風 / 银色旋风,{Bug}銀色旋風 / 银色旋风{2}{AdvDis 6}
{Bug},,Skitter Smack,2,3,{B Dis 1},,,True,{Bug}Skitter Smack{2}{B Dis 1},Skitter Smack,c1db70,はいよるいちげき,{Bug}はいよるいちげき{2}{B Dis 1},Ravage Rampant,{Bug}Ravage Rampant{2}{B Dis 1},Krabbelkracher,{Bug}Krabbelkracher{2}{B Dis 1},Strisciacolpo,{Bug}Strisciacolpo{2}{B Dis 1},Golpe Rastrero,{Bug}Golpe Rastrero{2}{B Dis 1},엄습하는일격,{Bug}엄습하는일격{2}{B Dis 1},爬擊 / 爬击,{Bug}爬擊 / 爬击{2}{B Dis 1}
{Bug},,Steamroller,2,3,{B Dis 5},,,True,{Bug}Steamroller{2}{B Dis 5},Steamroller,c1db70,ハードローラー,{Bug}ハードローラー{2}{B Dis 5},Bulldoboule,{Bug}Bulldoboule{2}{B Dis 5},Quetschwalze,{Bug}Quetschwalze{2}{B Dis 5},Rulloduro,{Bug}Rulloduro{2}{B Dis 5},Rodillo de Púas,{Bug}Rodillo de Púas{2}{B Dis 5},하드롤러,{Bug}하드롤러{2}{B Dis 5},瘋狂滾壓 / 疯狂滚压,{Bug}瘋狂滾壓 / 疯狂滚压{2}{B Dis 5}
{Bug},,Struggle Bug,1,2,{B Dis 1},,,True,{Bug}Struggle Bug{1}{B Dis 1},Struggle Bug,c1db70,むしのていこう,{Bug}むしのていこう{1}{B Dis 1},Survinsecte,{Bug}Survinsecte{1}{B Dis 1},Käfertrutz,{Bug}Käfertrutz{1}{B Dis 1},Entomoblocco,{Bug}Entomoblocco{1}{B Dis 1},Estoicismo,{Bug}Estoicismo{1}{B Dis 1},벌레의저항,{Bug}벌레의저항{1}{B Dis 1},蟲之抵抗 / 虫之抵抗,{Bug}蟲之抵抗 / 虫之抵抗{1}{B Dis 1}
{Bug},{d4},Twineedle,1,2,{W Add 1},{B Pois 6},,True,{d4}{Bug}Twineedle{1}{W Add 1}{B Pois 6},Twineedle,c1db70,ダブルニードル,{d4}{Bug}ダブルニードル{1}{W Add 1}{B Pois 6},Double Dard,{d4}{Bug}Double Dard{1}{W Add 1}{B Pois 6},Duonadel,{d4}{Bug}Duonadel{1}{W Add 1}{B Pois 6},Doppio Ago,{d4}{Bug}Doppio Ago{1}{W Add 1}{B Pois 6},Doble Ataque,{d4}{Bug}Doble Ataque{1}{W Add 1}{B Pois 6},더블니들,{d4}{Bug}더블니들{1}{W Add 1}{B Pois 6},雙針 / 双针,{d4}{Bug}雙針 / 双针{1}{W Add 1}{B Pois 6}
{Bug},,U-Turn,2,3,{W Switch},,,True,{Bug}U-Turn{2}{W Switch},U-Turn,c1db70,とんぼがえり,{Bug}とんぼがえり{2}{W Switch},Demi-Tour,{Bug}Demi-Tour{2}{W Switch},Kehrtwende,{Bug}Kehrtwende{2}{W Switch},Retromarcia,{Bug}Retromarcia{2}{W Switch},Ida y Vuelta,{Bug}Ida y Vuelta{2}{W Switch},유턴,{Bug}유턴{2}{W Switch},急速折返,{Bug}急速折返{2}{W Switch}
{Bug},,X-Scissor,2,3,,,,True,{Bug}X-Scissor{2},X-Scissor,c1db70,シザークロス,{Bug}シザークロス{2},Plaie Croix,{Bug}Plaie Croix{2},Kreuzschere,{Bug}Kreuzschere{2},Forbice X,{Bug}Forbice X{2},Tijera X,{Bug}Tijera X{2},시저크로스,{Bug}시저크로스{2},十字剪,{Bug}十字剪{2}
{Dark},,Assurance,2,3,{W Rage},,,True,{Dark}Assurance{2}{W Rage},Assurance,607c91,ダメおし,{Dark}ダメおし{2}{W Rage},Assurance,{Dark}Assurance{2}{W Rage},Gewissheit,{Dark}Gewissheit{2}{W Rage},Garanzia,{Dark}Garanzia{2}{W Rage},Buena Baza,{Dark}Buena Baza{2}{W Rage},승부굳히기,{Dark}승부굳히기{2}{W Rage},惡意追擊 / 恶意追击,{Dark}惡意追擊 / 恶意追击{2}{W Rage}
{Dark},,Aura Wheel,3*,4*,,,,#VALUE!,{Dark}Aura Wheel{3*},Aura Wheel (Dark),607c91,オーラぐるま,{Dark}オーラぐるま{3*},Roue Libre,{Dark}Roue Libre{3*},Aura-Rad,{Dark}Aura-Rad{3*},Ruota d'Aura,{Dark}Ruota d'Aura{3*},Rueda Aural,{Dark}Rueda Aural{3*},오라휠,{Dark}오라휠{3*},氣場輪 / 气场轮,{Dark}氣場輪 / 气场轮{3*}
{Dark},,Bite,2,3,{B Dis 5},,,True,{Dark}Bite{2}{B Dis 5},Bite,607c91,かみつく,{Dark}かみつく{2}{B Dis 5},Morsure,{Dark}Morsure{2}{B Dis 5},Biss,{Dark}Biss{2}{B Dis 5},Morso,{Dark}Morso{2}{B Dis 5},Mordisco,{Dark}Mordisco{2}{B Dis 5},물기,{Dark}물기{2}{B Dis 5},咬住,{Dark}咬住{2}{B Dis 5}
{Dark},,Brutal Swing,2,3,,,,True,{Dark}Brutal Swing{2},Brutal Swing,607c91,ぶんまわす,{Dark}ぶんまわす{2},Centrifugifle,{Dark}Centrifugifle{2},Wirbler,{Dark}Wirbler{2},Vorticolpo,{Dark}Vorticolpo{2},Giro Vil,{Dark}Giro Vil{2},세차게휘두르기,{Dark}세차게휘두르기{2},狂舞揮打 / 狂舞挥打,{Dark}狂舞揮打 / 狂舞挥打{2}
{Dark},{d8},Ceaseless Edge,2,3,{Spikes},,,True,{d8}{Dark}Ceaseless Edge{2}{Spikes},Ceaseless Edge,607c91,ひけん・ちえなみ,{d8}{Dark}ひけん・ちえなみ{2}{Spikes},Vagues à Lames,{d8}{Dark}Vagues à Lames{2}{Spikes},Klingenschwall,{d8}{Dark}Klingenschwall{2}{Spikes},Lama Milleflutti,{d8}{Dark}Lama Milleflutti{2}{Spikes},Tajo Metralla,{d8}{Dark}Tajo Metralla{2}{Spikes},비검천중파,{d8}{Dark}비검천중파{2}{Spikes},秘劍・千重濤 / 秘剑・千重涛,{d8}{Dark}秘劍・千重濤 / 秘剑・千重涛{2}{Spikes}
{Dark},,Crunch,2,3,{W Adv 6},,,True,{Dark}Crunch{2}{W Adv 6},Crunch,607c91,かみくだく,{Dark}かみくだく{2}{W Adv 6},Mâchouille,{Dark}Mâchouille{2}{W Adv 6},Knirscher,{Dark}Knirscher{2}{W Adv 6},Sgranocchio,{Dark}Sgranocchio{2}{W Adv 6},Triturar,{Dark}Triturar{2}{W Adv 6},깨물어부수기,{Dark}깨물어부수기{2}{W Adv 6},咬碎,{Dark}咬碎{2}{W Adv 6}
{Dark},,Dark Pulse,2,3,{B Dis 6},,,True,{Dark}Dark Pulse{2}{B Dis 6},Dark Pulse,607c91,あくのはどう,{Dark}あくのはどう{2}{B Dis 6},Vibrobscur,{Dark}Vibrobscur{2}{B Dis 6},Finsteraura,{Dark}Finsteraura{2}{B Dis 6},Neropulsar,{Dark}Neropulsar{2}{B Dis 6},Pulso Umbrío,{Dark}Pulso Umbrío{2}{B Dis 6},악의파동,{Dark}악의파동{2}{B Dis 6},惡之波動 / 恶之波动,{Dark}惡之波動 / 恶之波动{2}{B Dis 6}
{Dark},,Darkest Lariat,2,3,{W Adv 1},,,True,{Dark}Darkest Lariat{2}{W Adv 1},Darkest Lariat,607c91,ＤＤラリアット,{Dark}ＤＤラリアット{2}{W Adv 1},Dark Lariat,{Dark}Dark Lariat{2}{W Adv 1},Dark Lariat,{Dark}Dark Lariat{2}{W Adv 1},Braccioteso,{Dark}Braccioteso{2}{W Adv 1},Lariat Oscuro,{Dark}Lariat Oscuro{2}{W Adv 1},DD래리어트,{Dark}DD래리어트{2}{W Adv 1},ＤＤ金勾臂,{Dark}ＤＤ金勾臂{2}{W Adv 1}
{Dark},,False Surrender,2,3,{W Adv 1},,,True,{Dark}False Surrender{2}{W Adv 1},False Surrender,607c91,どげざつき,{Dark}どげざつき{2}{W Adv 1},Fourbette,{Dark}Fourbette{2}{W Adv 1},Kniefalltrick,{Dark}Kniefalltrick{2}{W Adv 1},Supplicolpo,{Dark}Supplicolpo{2}{W Adv 1},Irreverencia,{Dark}Irreverencia{2}{W Adv 1},사죄의찌르기,{Dark}사죄의찌르기{2}{W Adv 1},假跪真撞,{Dark}假跪真撞{2}{W Adv 1}
{Dark},,Feint Attack,2,3,{W Adv 1},,,True,{Dark}Feint Attack{2}{W Adv 1},Feint Attack,607c91,だましうち,{Dark}だましうち{2}{W Adv 1},Feinte,{Dark}Feinte{2}{W Adv 1},Finte,{Dark}Finte{2}{W Adv 1},Finta,{Dark}Finta{2}{W Adv 1},Finta,{Dark}Finta{2}{W Adv 1},속여때리기,{Dark}속여때리기{2}{W Adv 1},出奇一擊 / 出奇一击,{Dark}出奇一擊 / 出奇一击{2}{W Adv 1}
{Dark},,Fiery Wrath,2,3,{B Dis 6},,,True,{Dark}Fiery Wrath{2}{B Dis 6},Fiery Wrath,607c91,もえあがるいかり,{Dark}もえあがるいかり{2}{B Dis 6},Fureur Ardente,{Dark}Fureur Ardente{2}{B Dis 6},Brennender Zorn,{Dark}Brennender Zorn{2}{B Dis 6},Furia Ardente,{Dark}Furia Ardente{2}{B Dis 6},Furia Candente,{Dark}Furia Candente{2}{B Dis 6},타오르는분노,{Dark}타오르는분노{2}{B Dis 6},怒火中燒 / 怒火中烧,{Dark}怒火中燒 / 怒火中烧{2}{B Dis 6}
{Dark},,Hyperspace Fury,2,3,{W Adv 1},{W StatDown},,True,{Dark}Hyperspace Fury{2}{W Adv 1}{W StatDown},Hyperspace Fury,607c91,いじげんラッシュ,{Dark}いじげんラッシュ{2}{W Adv 1}{W StatDown},Furie Dimension,{Dark}Furie Dimension{2}{W Adv 1}{W StatDown},Dimensionswahn,{Dark}Dimensionswahn{2}{W Adv 1}{W StatDown},Urtodimensionale,{Dark}Urtodimensionale{2}{W Adv 1}{W StatDown},Cerco Dimensión,{Dark}Cerco Dimensión{2}{W Adv 1}{W StatDown},다른차원러시,{Dark}다른차원러시{2}{W Adv 1}{W StatDown},異次元猛攻 / 异次元猛攻,{Dark}異次元猛攻 / 异次元猛攻{2}{W Adv 1}{W StatDown}
{Dark},,Jaw Lock,2,3,{B Lock},,,True,{Dark}Jaw Lock{2}{B Lock},Jaw Lock,607c91,くらいつく,{Dark}くらいつく{2}{B Lock},Croque Fort,{Dark}Croque Fort{2}{B Lock},Fesselbiss,{Dark}Fesselbiss{2}{B Lock},Morostretto,{Dark}Morostretto{2}{B Lock},Presa Maxilar,{Dark}Presa Maxilar{2}{B Lock},물고버티기,{Dark}물고버티기{2}{B Lock},緊咬不放 / 紧咬不放,{Dark}緊咬不放 / 紧咬不放{2}{B Lock}
{Dark},,Knock Off,2,3,{B Block},,,True,{Dark}Knock Off{2}{B Block},Knock Off,607c91,はたきおとす,{Dark}はたきおとす{2}{B Block},Sabotage,{Dark}Sabotage{2}{B Block},Abschlag,{Dark}Abschlag{2}{B Block},Privazione,{Dark}Privazione{2}{B Block},Desarme,{Dark}Desarme{2}{B Block},탁쳐서떨구기,{Dark}탁쳐서떨구기{2}{B Block},拍落,{Dark}拍落{2}{B Block}
{Dark},,Kowtow Cleave,2,3,{W Adv 1},,,True,{Dark}Kowtow Cleave{2}{W Adv 1},Kowtow Cleave,607c91,ドゲザン,{Dark}ドゲザン{2}{W Adv 1},Génusection,{Dark}Génusection{2}{W Adv 1},Kniefallspalter,{Dark}Kniefallspalter{2}{W Adv 1},Genufendente,{Dark}Genufendente{2}{W Adv 1},Genufendiente,{Dark}Genufendiente{2}{W Adv 1},도각참,{Dark}도각참{2}{W Adv 1},仆斬 / 仆刀,{Dark}仆斬 / 仆刀{2}{W Adv 1}
{Dark},,Lash Out,2*,3*,,,,#VALUE!,{Dark}Lash Out{2*},Lash Out,607c91,うっぷんばらし,{Dark}うっぷんばらし{2*},Cent Rancunes,{Dark}Cent Rancunes{2*},Frustventil,{Dark}Frustventil{2*},Sfogarabbia,{Dark}Sfogarabbia{2*},Desahogo,{Dark}Desahogo{2*},분풀이,{Dark}분풀이{2*},洩憤 / 泄愤,{Dark}洩憤 / 泄愤{2*}
{Dark},,Night Daze,2,3,{B Dis 1},,,True,{Dark}Night Daze{2}{B Dis 1},Night Daze,607c91,ナイトバースト,{Dark}ナイトバースト{2}{B Dis 1},Explonuit,{Dark}Explonuit{2}{B Dis 1},Nachtflut,{Dark}Nachtflut{2}{B Dis 1},Urtoscuro,{Dark}Urtoscuro{2}{B Dis 1},Pulso Noche,{Dark}Pulso Noche{2}{B Dis 1},나이트버스트,{Dark}나이트버스트{2}{B Dis 1},暗黑爆破,{Dark}暗黑爆破{2}{B Dis 1}
{Dark},{d8},Night Slash,2,3,,,,True,{d8}{Dark}Night Slash{2},Night Slash,607c91,つじぎり,{d8}{Dark}つじぎり{2},Tranche-Nuit,{d8}{Dark}Tranche-Nuit{2},Nachthieb,{d8}{Dark}Nachthieb{2},Nottesferza,{d8}{Dark}Nottesferza{2},Tajo Umbrío,{d8}{Dark}Tajo Umbrío{2},깜짝베기,{d8}{Dark}깜짝베기{2},暗襲要害 / 暗袭要害,{d8}{Dark}暗襲要害 / 暗袭要害{2}
{Dark},,Payback,1*,2*,,,,#VALUE!,{Dark}Payback{1*},Payback,607c91,しっぺがえし,{Dark}しっぺがえし{1*},Représailles,{Dark}Représailles{1*},Gegenstoß,{Dark}Gegenstoß{1*},Rivincita,{Dark}Rivincita{1*},Vendetta,{Dark}Vendetta{1*},보복,{Dark}보복{1*},以牙還牙 / 以牙还牙,{Dark}以牙還牙 / 以牙还牙{1*}
{Dark},,Punishment,2*,3*,,,,#VALUE!,{Dark}Punishment{2*},Punishment,607c91,おしおき,{Dark}おしおき{2*},Punition,{Dark}Punition{2*},Strafattacke,{Dark}Strafattacke{2*},Punizione,{Dark}Punizione{2*},Castigo,{Dark}Castigo{2*},혼내기,{Dark}혼내기{2*},懲罰 / 惩罚,{Dark}懲罰 / 惩罚{2*}
{Dark},,Pursuit,1*,2*,,,,#VALUE!,{Dark}Pursuit{1*},Pursuit,607c91,おいうち,{Dark}おいうち{1*},Poursuite,{Dark}Poursuite{1*},Verfolgung,{Dark}Verfolgung{1*},Inseguimento,{Dark}Inseguimento{1*},Persecución,{Dark}Persecución{1*},따라가때리기,{Dark}따라가때리기{1*},追打,{Dark}追打{1*}
{Dark},,Snarl,2,3,{B Dis 1},,,True,{Dark}Snarl{2}{B Dis 1},Snarl,607c91,バークアウト,{Dark}バークアウト{2}{B Dis 1},Aboiement,{Dark}Aboiement{2}{B Dis 1},Standpauke,{Dark}Standpauke{2}{B Dis 1},Urlorabbia,{Dark}Urlorabbia{2}{B Dis 1},Alarido,{Dark}Alarido{2}{B Dis 1},바크아웃,{Dark}바크아웃{2}{B Dis 1},大聲咆哮 / 大声咆哮,{Dark}大聲咆哮 / 大声咆哮{2}{B Dis 1}
{Dark},,Sucker Punch,2,3,{W Priority},,,True,{Dark}Sucker Punch{2}{W Priority},Sucker Punch,607c91,ふいうち,{Dark}ふいうち{2}{W Priority},Coup Bas,{Dark}Coup Bas{2}{W Priority},Tiefschlag,{Dark}Tiefschlag{2}{W Priority},Sbigoattacco,{Dark}Sbigoattacco{2}{W Priority},Golpe Bajo,{Dark}Golpe Bajo{2}{W Priority},기습,{Dark}기습{2}{W Priority},突襲 / 突袭,{Dark}突襲 / 突袭{2}{W Priority}
{Dark},,Thief,2*,3*,,,,#VALUE!,{Dark}Thief{2*},Thief,607c91,どろぼう,{Dark}どろぼう{2*},Larcin,{Dark}Larcin{2*},Raub,{Dark}Raub{2*},Furto,{Dark}Furto{2*},Ladrón,{Dark}Ladrón{2*},도둑질,{Dark}도둑질{2*},小偷,{Dark}小偷{2*}
{Dark},,Throat Chop,2,3,,,,True,{Dark}Throat Chop{2},Throat Chop,607c91,じごくづき,{Dark}じごくづき{2},Exécu-Son,{Dark}Exécu-Son{2},Neck Strike,{Dark}Neck Strike{2},Colpo Infernale,{Dark}Colpo Infernale{2},Golpe Mordaza,{Dark}Golpe Mordaza{2},지옥찌르기,{Dark}지옥찌르기{2},地獄突刺 / 地狱突刺,{Dark}地獄突刺 / 地狱突刺{2}
{Dark},{d8},Wicked Blow,2,3,,,,True,{d8}{Dark}Wicked Blow{2},Wicked Blow,607c91,あんこくきょうだ,{d8}{Dark}あんこくきょうだ{2},Poing Obscur,{d8}{Dark}Poing Obscur{2},Finstertreffer,{d8}{Dark}Finstertreffer{2},Pugnotenebra,{d8}{Dark}Pugnotenebra{2},Golpe Oscuro,{d8}{Dark}Golpe Oscuro{2},암흑강타,{d8}{Dark}암흑강타{2},暗冥強擊 / 暗冥强击,{d8}{Dark}暗冥強擊 / 暗冥强击{2}
{Dark},,Wicked Torque,2,3,{B Sleep 6},,,True,{Dark}Wicked Torque{2}{B Sleep 6},Wicked Torque,607c91,ダークアクセル,{Dark}ダークアクセル{2}{B Sleep 6},Crash Obscur,{Dark}Crash Obscur{2}{B Sleep 6},Finsterturbo,{Dark}Finsterturbo{2}{B Sleep 6},Turbotenebra,{Dark}Turbotenebra{2}{B Sleep 6},Ominochoque,{Dark}Ominochoque{2}{B Sleep 6},다크액셀,{Dark}다크액셀{2}{B Sleep 6},黑暗暴衝 / 黑暗暴冲,{Dark}黑暗暴衝 / 黑暗暴冲{2}{B Sleep 6}
{Dragon},,Breaking Swipe,2,3,{B Dis 1},,,True,{Dragon}Breaking Swipe{2}{B Dis 1},Breaking Swipe,ecb446,ワイドブレイカー,{Dragon}ワイドブレイカー{2}{B Dis 1},Abattage,{Dragon}Abattage{2}{B Dis 1},Breitseite,{Dragon}Breitseite{2}{B Dis 1},Vastoimpatto,{Dragon}Vastoimpatto{2}{B Dis 1},Vasto Impacto,{Dragon}Vasto Impacto{2}{B Dis 1},와이드브레이커,{Dragon}와이드브레이커{2}{B Dis 1},廣域破壞 / 广域破坏,{Dragon}廣域破壞 / 广域破坏{2}{B Dis 1}
{Dragon},,Clanging Scales,3,4,{W StatDown},,,True,{Dragon}Clanging Scales{3}{W StatDown},Clanging Scales,ecb446,スケイルノイズ,{Dragon}スケイルノイズ{3}{W StatDown},Vibrécaille,{Dragon}Vibrécaille{3}{W StatDown},Schuppenrasseln,{Dragon}Schuppenrasseln{3}{W StatDown},Clamorsquame,{Dragon}Clamorsquame{3}{W StatDown},Fragor Escamas,{Dragon}Fragor Escamas{3}{W StatDown},스케일노이즈,{Dragon}스케일노이즈{3}{W StatDown},鱗片噪音 / 鳞片噪音,{Dragon}鱗片噪音 / 鳞片噪音{3}{W StatDown}
{Dragon},,Core Enforcer,2,3,{B Block},,,True,{Dragon}Core Enforcer{2}{B Block},Core Enforcer,ecb446,コアパニッシャー,{Dragon}コアパニッシャー{2}{B Block},Sanction Suprême,{Dragon}Sanction Suprême{2}{B Block},Sanktionskern,{Dragon}Sanktionskern{2}{B Block},Nucleocastigo,{Dragon}Nucleocastigo{2}{B Block},Núcleo Castigo,{Dragon}Núcleo Castigo{2}{B Block},코어퍼니셔,{Dragon}코어퍼니셔{2}{B Block},核心懲罰者 / 核心惩罚者,{Dragon}核心懲罰者 / 核心惩罚者{2}{B Block}
{Dragon},,Draco Meteor,3,4,{W StatDown},,,True,{Dragon}Draco Meteor{3}{W StatDown},Draco Meteor,ecb446,りゅうせいぐん,{Dragon}りゅうせいぐん{3}{W StatDown},Draco-Météore,{Dragon}Draco-Météore{3}{W StatDown},Draco Meteor,{Dragon}Draco Meteor{3}{W StatDown},Dragobolide,{Dragon}Dragobolide{3}{W StatDown},Cometa Draco,{Dragon}Cometa Draco{3}{W StatDown},용성군,{Dragon}용성군{3}{W StatDown},流星群,{Dragon}流星群{3}{W StatDown}
